,title,year,critic_score,people_score,type,genre,rating,original_language,box_office_(gross_usa),runtime,director,producer,writer,crew,original_language,Origin/Ethnicity,color
43,True Grit,2010,95,85.0,Action & Adventure,"western, drama",PG-13 (Int. Seq. of Western Violence|Disturbing Images),English,$171.0M,1h 50m,"Joel Coen, Ethan Coen","['Scott Rudin', ' Joel Coen', ' Ethan Coen']","['Joel Coen', ' Ethan Coen']","['Jeff Bridges', ' Matt Damon', ' Josh Brolin', ' Barry Pepper', ' Hailee Steinfeld', ' Dakin Matthews', ' Jarlath Conroy', ' Paul Rae', ' Elizabeth Marvel', ' Roy Lee Jones', ' Joel Coen', ' Ethan Coen', ' Joel Coen', ' Ethan Coen', ' Scott Rudin', ' Joel Coen', ' Ethan Coen', ' Steven Spielberg', ' Robert Graf', ' David Ellison']",English,American,red
44,X-Men: Days of Future Past,2014,90,91.0,Action & Adventure,"fantasy, action, adventure, sci fi",PG-13 (Intense Sci-Fi Violence|Intense Sci-Fi Action|Language|Nudity|Some Suggestive Material),English,$233.9M,2h 11m,Bryan Singer,"['Lauren Shuler Donner', ' Bryan Singer', ' Simon Kinberg', ' Hutch Parker']",['Simon Kinberg'],"['Hugh Jackman', ' James McAvoy', ' Michael Fassbender', ' Jennifer Lawrence', ' Halle Berry', ' Ellen Page', ' Peter Dinklage', ' Ian McKellen', ' Patrick Stewart', ' Anna Paquin', ' Bryan Singer', ' Simon Kinberg', ' Lauren Shuler Donner', ' Bryan Singer', ' Simon Kinberg', ' Hutch Parker', ' Stan Lee', ' Todd Hallowell', ' Josh McLaglen', ' John Ottman']",English,American,red
45,The Bridge on the River Kwai,1957,95,93.0,Action & Adventure,"drama, war",PG,English,,2h 41m,David Lean,['Sam Spiegel'],,"['William Holden', ' Alec Guinness', ' Sessue Hayakawa', ' Jack Hawkins', ' James Donald', ' Geoffrey Horne', ' Andre Morrell', ' John Boxer', ' Percy Herbert', ' David Lean', ' Pierre Boulle', ' Michael Wilson', ' Sam Spiegel', ' Malcolm Arnold', ' Jack Hildyard', ' Stuart Freeborn']",English,British,red
46,Gun Crazy,1950,98,84.0,Action & Adventure,"crime, drama",,English,,1h 27m,Joseph H. Lewis,"['Franklin King', ' Maurice King']",,"['Peggy Cummins', ' John Dall', ' Berry Kroeger', ' Morris Carnovsky', ' Anabel Shaw', ' Nedrick Young', ' Trevor Bardette', ' Joseph H. Lewis', ' MacKinlay Kantor', ' MacKinlay Kantor', ' Dalton Trumbo', ' Franklin King', ' Maurice King', ' Russell Harlan', ' Harry W. Gerstad', ' Gordon Wiles']",English,American,red
47,All Is Lost,2013,94,63.0,Action & Adventure,"mystery and thriller, drama, adventure",PG-13 (Brief Strong Language),English,$6.3M,1h 45m,J.C. Chandor,"['Neal Dodson', ' Anna Gerb', ' Justin Nappi', ' Teddy Schwarzman']",['J.C. Chandor'],"['Robert Redford', ' J.C. Chandor', ' J.C. Chandor', ' Neal Dodson', ' Anna Gerb', ' Justin Nappi', ' Teddy Schwarzman', ' Cassian Elwes', ' Laura Rister', ' Glen Basner', ' Joshua Blum']",English,American,red
48,The Princess Bride,1987,97,94.0,Action & Adventure,"kids and family, comedy, adventure",PG,English,$26.9M,1h 38m,Rob Reiner,"['Rob Reiner', ' Andrew Scheinman']",['William Goldman'],"['Cary Elwes', ' Robin Wright', ' Mandy Patinkin', ' Chris Sarandon', ' Christopher Guest', ' Wallace Shawn', ' Fred Savage', ' Peter Falk', ' Peter Cook', ' Carol Kane', ' Rob Reiner', ' William Goldman', ' Steve Nicolaides', ' Rob Reiner', ' Andrew Scheinman', ' Jeffrey Stott', ' Willy De Ville', ' Mark Knopfler', ' Adrian Biddle']",English,American,red
49,Looper,2012,93,82.0,Action & Adventure,"mystery and thriller, sci fi, action",R (Language|Drug Content|Some Sexuality/Nudity|Strong Violence),English,$66.3M,1h 59m,Rian Johnson,"['Ram Bergman', ' James D. Stern']",['Rian Johnson'],"['Bruce Willis', ' Joseph Gordon-Levitt', ' Emily Blunt', ' Paul Dano', ' Noah Segan', ' Piper Perabo', ' Jeff Daniels', ' Summer Qing', ' Tracie Thoms', ' Frank Brennan', ' Rian Johnson', ' Rian Johnson', ' Ram Bergman', ' James D. Stern', ' Douglas E. Hansen', ' Julie Goldstein', ' Peter Schlessel', ' Joseph Gordon-Levitt', ' Dan Mintz', ' Steve Yedlin']",English,American,red
50,Chicken Run,2000,97,65.0,Action & Adventure,"kids and family, comedy, adventure, animation",G,English,,1h 25m,"Peter Lord, Nick Park",,['Karey Kirkpatrick'],"['Mel Gibson', ' Julia Sawalha', ' Miranda Richardson', ' Jane Horrocks', ' Lynn Ferguson', ' Imelda Staunton', ' Benjamin Whitrow', ' Tony Haygarth', ' Timothy Spall', ' Phil Daniels', ' Peter Lord', ' Nick Park', ' Karey Kirkpatrick', ' Jake Eberts', ' Jeffrey Katzenberg', ' Harry Gregson-Williams', ' Dave Alex Riddett', ' Tristan Oliver']",English,British,red
51,Casino Royale,2006,94,89.0,Action & Adventure,"mystery and thriller, adventure, action",PG-13 (Nudity|A Scene of Torture|Sequences of Violent Action|Sexual Content),English,$167.0M,2h 24m,Martin Campbell,"['Barbara Broccoli', ' Michael G. Wilson']","['Neal Purvis', ' Robert Wade', ' Anthony Waye']","['Daniel Craig', ' Eva Green', ' Mads Mikkelsen', ' Judi Dench', ' Caterina Murino', ' Simon Abkarian', ' Jeffrey Wright', ' Giancarlo Giannini', ' Ivana Milicevic', ' Isaach De Bankolé', ' Martin Campbell', ' Neal Purvis', ' Robert Wade', ' Anthony Waye', ' Ian Fleming', ' Barbara Broccoli', ' Michael G. Wilson', ' Christian Wagner', ' Debbie McWilliams']",English,American,red
52,Guardians of the Galaxy Vol. 2,2017,85,87.0,Action & Adventure,"comedy, fantasy, sci fi, action, adventure",PG-13 (Language|Brief Suggestive Content|Sequences of Sci-Fi Action|Violence),English,$389.8M,2h 15m,James Gunn,['Kevin Feige'],['James Gunn'],"['Chris Pratt', ' Zoe Saldana', ' Bradley Cooper', ' Dave Bautista', ' Vin Diesel', ' Michael Rooker', ' Karen Gillan', ' Sylvester Stallone', ' Pom Klementieff', ' Kurt Russell', ' James Gunn', ' James Gunn', ' Kevin Feige', ' Victoria Alonso', "" Louis D'Esposito"", ' Nikolas Korda', ' Stan Lee', ' Jonathan Schwartz', ' Henry Braham', ' Fred Raskin']",English,American,red
53,No Country for Old Men,2007,93,86.0,Action & Adventure,"mystery and thriller, drama, crime",R (Strong Graphic Violence|Some Language),English,$74.3M,2h 2m,"Joel Coen, Ethan Coen","['Joel Coen', ' Ethan Coen', ' Scott Rudin']","['Joel Coen', ' Ethan Coen']","['Tommy Lee Jones', ' Javier Bardem', ' Josh Brolin', ' Woody Harrelson', ' Kelly Macdonald', ' Garret Dillahunt', ' Tess Harper', ' Barry Corbin', ' Stephen Root', ' Rodger Boyce', ' Joel Coen', ' Ethan Coen', ' Joel Coen', ' Ethan Coen', ' Joel Coen', ' Ethan Coen', ' Scott Rudin', ' Robert Graf', ' Mark Roybal', ' Roger Deakins']",English,American,red
54,Dawn of the Planet of the Apes,2014,90,88.0,Action & Adventure,"action, adventure, sci fi",PG-13 (Intense Sci-Fi Action/Violence|Brief Strong Language),English,$208.5M,2h 10m,Matt Reeves,"['Peter Chernin', ' Dylan Clark', ' Rick Jaffa', ' Amanda Silver']","['Rick Jaffa', ' Amanda Silver', ' Mark Bomback']","['Andy Serkis', ' Jason Clarke', ' Gary Oldman', ' Keri Russell', ' Toby Kebbell', ' Kodi Smit-McPhee', ' Kirk Acevedo', ' Jon Eyez', ' Enrique Murciano', ' Terry Notary', ' Matt Reeves', ' Rick Jaffa', ' Amanda Silver', ' Mark Bomback', ' Peter Chernin', ' Dylan Clark', ' Rick Jaffa', ' Amanda Silver', ' Thomas M. Hammel', ' Mark Bomback']",English,American,red
55,Ghostbusters,1984,97,88.0,Action & Adventure,"comedy, adventure, fantasy",PG,English,$298.2M,1h 47m,Ivan Reitman,['Ivan Reitman'],"['Dan Aykroyd', ' Harold Ramis']","['Bill Murray', ' Dan Aykroyd', ' Harold Ramis', ' Sigourney Weaver', ' Rick Moranis', ' Annie Potts', ' William Atherton', ' Ernie Hudson', ' Ivan Reitman', ' Dan Aykroyd', ' Harold Ramis', ' Bernie Brillstein', ' Michael C. Gross', ' Joe Medjuck', ' Ivan Reitman', ' Ray Parker Jr.', ' László Kovács']",English,American,red
56,Ran,1985,96,95.0,Action & Adventure,"drama, history",R,Japanese,$454.0K,2h 40m,Akira Kurosawa,"['Masato Hara', ' Serge Silberman']","['Masato Ide', ' Akira Kurosawa', ' Hideo Oguni']","['Tatsuya Nakadai', ' Mieko Harada', ' Akira Terao', ' Jinpachi Nezu', ' Daisuke Ryu', ' Yoshiko Miyazaki', ' Kazuo Kato', ' Masayuki Yui', ' Hitoshi Ueki', ' Hisashi Igawa', ' Akira Kurosawa', ' Masato Ide', ' Akira Kurosawa', ' Hideo Oguni', ' William Shakespeare', ' Katsumi Furukawa', ' Masato Hara', ' Hisao Kurosawa', ' Serge Silberman', ' Toru Takemitsu']",Japanese,Japanese,red
57,Henry V,1989,100,89.0,Action & Adventure,"drama, history",PG-13 (A Bloody Battle),English,$10.2M,2h 17m,Kenneth Branagh,['Bruce Sharman'],,"['Kenneth Branagh', ' Derek Jacobi', ' Brian Blessed', ' Ian Holm', ' Paul Scofield', ' Michael Maloney', ' Alec McCowen', ' Emma Thompson', ' Geraldine McEwan', ' Simon Shepherd', ' Kenneth Branagh', ' Kenneth Branagh', ' Bruce Sharman', ' Michael Bradsell', ' Patrick Doyle', ' Debbie McWilliams', ' Tim Harvey', ' Martin Childs']",English,British,red
58,The Lord of the Rings: The Two Towers,2002,95,95.0,Action & Adventure,"adventure, fantasy",PG-13 (Scary Images|Epic Battle Sequences),English,$342.6M,2h 59m,Peter Jackson,"['Tim Sanders', ' Peter Jackson', ' Barrie M. Osborne', ' Fran Walsh']","['Peter Jackson', ' Philippa Boyens', ' Fran Walsh', ' Stephen Sinclair']","['Elijah Wood', ' Ian McKellen', ' Liv Tyler', ' Viggo Mortensen', ' Sean Astin', ' Cate Blanchett', ' John Rhys-Davies', ' Bernard Hill', ' Christopher Lee', ' Billy Boyd', ' Peter Jackson', ' Peter Jackson', ' Philippa Boyens', ' Fran Walsh', ' Stephen Sinclair', ' Tim Sanders', ' Peter Jackson', ' Barrie M. Osborne', ' Fran Walsh']",English,American,red
59,Captain America: The Winter Soldier,2014,90,92.0,Action & Adventure,"adventure, action, fantasy",PG-13 (Gunplay|Action Throughout|Intense Sequences of Violence),English,$259.7M,2h 15m,"Anthony Russo, Joe Russo",['Kevin Feige'],"['Christopher Markus', ' Stephen McFeely']","['Chris Evans', ' Scarlett Johansson', ' Samuel L. Jackson', ' Sebastian Stan', ' Robert Redford', ' Anthony Mackie', ' Cobie Smulders', ' Frank Grillo', ' Emily VanCamp', ' Hayley Atwell', ' Anthony Russo', ' Joe Russo', ' Christopher Markus', ' Stephen McFeely', ' Kevin Feige', ' Alan Fine', "" Louis D'Esposito"", ' Victoria Alonso', ' Michael Grillo', ' Stan Lee']",English,American,red
60,Back to the Future,1985,96,94.0,Action & Adventure,"sci fi, comedy, adventure, fantasy",PG,English,$247.0K,1h 56m,Robert Zemeckis,"['Bob Gale', ' Neil Canton']",,"['Michael J. Fox', ' Christopher Lloyd', ' Crispin Glover', ' Lea Thompson', ' Wendie Jo Sperber', ' Marc McClure', ' Claudia Wells', ' Thomas F. Wilson', ' James Tolkan', ' Casey Siemaszko', ' Robert Zemeckis', ' Kathleen Kennedy', ' Frank Marshall', ' Steven Spielberg', ' Bob Gale', ' Neil Canton', ' Alan Silvestri', ' Johnny Colla', ' Dean Cundey']",English,American,red
61,Assault on Precinct 13,1976,98,80.0,Action & Adventure,action,R,English,,1h 31m,John Carpenter,['J.S. Kaplan'],,"['Austin Stoker', ' Darwin Joston', ' Laurie Zimmer', ' Martin West', ' Tony Burton', ' Charles Cyphers', ' Nancy Loomis', ' Peter Bruni', ' John Fox', ' Kim Richards', ' John Carpenter', ' John Carpenter', ' Joseph Kaufman', ' J.S. Kaplan']",English,American,red
62,The Searchers,1956,96,88.0,Action & Adventure,western,,English,,1h 59m,John Ford,['C.V. Whitney'],"['Alan LeMay', ' Frank S. Nugent']","['John Wayne', ' Jeffrey Hunter', ' Natalie Wood', ' Vera Miles', ' Ward Bond', ' John Qualen', ' Harry Carey Jr.', ' Olive Carey', ' Antonio Moreno', ' Henry Brandon', ' Alan LeMay', ' Frank S. Nugent', ' Merian C. Cooper', ' C.V. Whitney', ' Winton C. Hoch', ' James Basevi']",English,American,red
63,"Crouching Tiger, Hidden Dragon",2000,97,86.0,Action & Adventure,"sports and fitness, action, adventure",PG-13 (Some Sexuality|Martial Arts Violence),Chinese,$128.1M,2h,Ang Lee,"['Li-Kong Hsu', ' William Kong', ' Ang Lee']",,"['Chow Yun-Fat', ' Michelle Yeoh', ' Zhang Ziyi', ' Chen Chang', ' Sihung Lung', ' Pei-pei Cheng', ' Li Fazeng', ' Xian Gao', ' Hai Yan', ' Wang Deming', ' Ang Lee', ' Hui-Ling Wang', ' James Schamus', ' Kuo Jung Tsai', ' Li-Kong Hsu', ' William Kong', ' Ang Lee', ' Phillip Lee']",Chinese,Chinese,red
64,The Fugitive,1993,96,89.0,Action & Adventure,"mystery and thriller, drama, crime, action",PG-13,English,$183.8M,2h 7m,Andrew Davis,['Arnold Kopelson'],,"['Harrison Ford', ' Tommy Lee Jones', ' Sela Ward', ' Julianne Moore', ' Joe Pantoliano', ' Jeroen Krabbé', ' Andreas Katsulas', ' Daniel Roebuck', ' L. Scott Caldwell', ' Andrew Davis', ' Jeb Stuart', ' David Twohy', ' Arnold Kopelson', ' Keith Barish', ' Roy Huggins', ' James Newton Howard', ' Michael Chapman', ' Don Brochu', ' David Finfer']",English,American,red
65,Apollo 13,1995,96,87.0,Action & Adventure,"drama, history",PG,English,$173.8M,2h 20m,Ron Howard,['Brian Grazer'],"['William Broyles Jr.', ' Al Reinert']","['Tom Hanks', ' Bill Paxton', ' Kevin Bacon', ' Gary Sinise', ' Ed Harris', ' Kathleen Quinlan', ' David Andrews', ' Xander Berkeley', ' Christian Clemenson', ' Brett Cullen', ' Ron Howard', ' Jim Lovell', ' Jeffrey Kluger', ' William Broyles Jr.', ' Al Reinert', ' Michael Bostick', ' Brian Grazer', ' Todd Hallowell', "" Aldric La'Auli Porter"", ' Louisa Velis']",English,American,red
66,The Lion King,1994,93,93.0,Action & Adventure,"kids and family, animation, adventure, musical",G,English,$422.8M,1h 27m,"Roger Allers, Rob Minkoff",['Don Hahn'],"['Irene Mecchi', ' Jonathan Roberts', ' Linda Woolverton']","['Matthew Broderick', ' Jeremy Irons', ' James Earl Jones', ' Madge Sinclair', ' Moira Kelly', ' Nathan Lane', ' Rowan Atkinson', ' Ernie Sabella', ' Niketa Calame', ' Jonathan Taylor Thomas', ' Roger Allers', ' Rob Minkoff', ' Don Hahn', ' Irene Mecchi', ' Jonathan Roberts', ' Linda Woolverton', ' Elton John']",English,American,red
67,Bullitt,1968,98,85.0,Action & Adventure,"crime, drama",PG,English,,1h 53m,Peter Yates,"[""Philip D'Antoni""]","['Alan R. Trustman', ' Harry Kleiner']","['Steve McQueen', ' Robert Vaughn', ' Jacqueline Bisset', ' Don Gordon', ' Robert Duvall', ' Simon Oakland', ' Norman Fell', ' Georg Stanford Brown', ' Justin Tarr', ' Carl Reindel', ' Peter Yates', ' Robert L. Pike', ' Alan R. Trustman', ' Harry Kleiner', "" Philip D'Antoni"", ' Robert E. Relyea', ' Lalo Schifrin', ' William A. Fraker', ' Frank P. Keller', ' Albert Brenner']",English,American,red
68,Who Framed Roger Rabbit,1988,97,84.0,Action & Adventure,comedy,PG,English,$152.8M,1h 44m,Robert Zemeckis,"['Robert Watts', ' Frank Marshall']","['Jeffrey Price', ' Peter S. Seaman']","['Bob Hoskins', ' Christopher Lloyd', ' Joanna Cassidy', ' Stubby Kaye', ' Alan Tilvern', ' Richard LeParmentier', ' Joel Silver', ' Betsy Brantley', ' Charles Fleischer', ' Lou Hirsch', ' Robert Zemeckis', ' Jeffrey Price', ' Peter S. Seaman', ' Kathleen Kennedy', ' Steven Spielberg', ' Robert Watts', ' Frank Marshall', ' Alan Silvestri', ' Dean Cundey', ' Arthur Schmidt']",English,American,red
69,Inside Out,2015,98,89.0,Animation,"kids and family, comedy, fantasy, animation",PG (Some Action|Mild Thematic Elements),English,$2.0M,1h 35m,Pete Docter,['Jonas Rivera'],"['Pete Docter', ' Meg LeFauve', ' Josh Cooley']","['Amy Poehler', ' Phyllis Smith', ' Richard Kind', ' Bill Hader', ' Lewis Black', ' Mindy Kaling', ' Kaitlyn Dias', ' Diane Lane', ' Kyle MacLachlan', ' Pete Docter', ' Ronaldo Del Carmen', ' Pete Docter', ' Meg LeFauve', ' Josh Cooley', ' Jonas Rivera', ' Patrick Lin', ' Michael Giacchino', ' Ralph Eggleston']",English,American,red
70,Snow White and the Seven Dwarfs,1937,98,78.0,Animation,"kids and family, animation, fantasy",G,English,,1h 20m,David Hand,['Walt Disney'],"['Ted Sears', ' Richard Creedon', ' Otto Englander', ' Dick Rickard', ' Earl Hurd', ' Merrill De Maris', ' Webb Smith']","['Adriana Caselotti', ' Harry Stockwell', ' Lucille La Verne', ' Moroni Olsen', ' Billy Gilbert', ' Pinto Colvig', ' Otis Harlan', ' Scotty Mattraw', ' Roy Atwell', ' Stuart Buchanan', ' David Hand', "" Kendall O'Connor"", ' Walt Disney', ' Ted Sears', ' Richard Creedon', ' Otto Englander', ' Dick Rickard', ' Earl Hurd', ' Merrill De Maris']",English,American,red
71,Paddington 2,2017,100,88.0,Animation,"kids and family, comedy, adventure",PG (Some Action|Mild Rude Humor),English (United Kingdom),$38.4M,1h 43m,Paul King,['David Heyman'],"['Paul King', ' Simon Farnaby']","['Ben Whishaw', ' Hugh Grant', ' Sally Hawkins', ' Hugh Bonneville', ' Brendan Gleeson', ' Julie Walters', ' Jim Broadbent', ' Samuel Joslin', ' Madeleine Harris', ' Peter Capaldi', ' Simon Farnaby', ' David Heyman', ' Bob Weinstein', ' David C. Glasser', ' Ron Halpern', ' Didier Lupfer', ' Rosie Alison']",English (United Kingdom),British,red
72,Toy Story 3,2010,98,90.0,Animation,"comedy, fantasy, animation, kids and family, adventure",G,English,$415.0M,1h 42m,Lee Unkrich,['Darla K. Anderson'],['Michael Arndt'],"['Tom Hanks', ' Tim Allen', ' Joan Cusack', ' Ned Beatty', ' Don Rickles', ' Michael Keaton', ' Wallace Shawn', ' John Ratzenberger', ' Estelle Harris', ' Lee Unkrich', ' Michael Arndt', ' Darla K. Anderson', ' John Lasseter', ' Randy Newman', ' Ken Schretzmann', ' Bob Pauley', ' Jeremy Lasky', ' Kim White', ' Daisuke ""Dice"" Tsutsumi']",English,American,red
73,Toy Story 2,1999,100,87.0,Animation,"comedy, fantasy, animation, kids and family, adventure",G,English,$245.9M,1h 32m,"Ash Brannon, John Lasseter, Lee Unkrich",,"['Andrew Stanton', ' Rita Hsiao', ' Doug Chamberlain']","['Tom Hanks', ' Tim Allen', ' Joan Cusack', ' Kelsey Grammer', ' Don Rickles', ' Jim Varney', ' Wallace Shawn', ' John Ratzenberger', ' Annie Potts', ' Ash Brannon', ' John Lasseter', ' Lee Unkrich', ' John Lasseter', ' Pete Docter', ' Ash Brannon', ' Andrew Stanton', ' Andrew Stanton', ' Rita Hsiao', ' Doug Chamberlain']",English,American,red
74,Pinocchio,1940,100,73.0,Animation,"kids and family, animation, fantasy",G,English,$18.7M,1h 27m,"Ben Sharpsteen, Hamilton Luske",['Walt Disney'],,"['Don Brodie', ' Walter Catlett', ' Frankie Darro', ' Cliff Edwards', ' Dickie Jones', ' Charles Judels', ' Christian Rub', ' Evelyn Venable', ' Ben Sharpsteen', ' Hamilton Luske', ' Walt Disney']",English,American,red
75,Finding Dory,2016,94,84.0,Animation,"kids and family, comedy, adventure, animation",PG (Mild Thematic Elements),English,$486.2M,1h 43m,Andrew Stanton,['Lindsey Collins'],"['Andrew Stanton', ' Victoria Strouse']","['Ellen DeGeneres', ' Albert Brooks', "" Ed O'Neill"", ' Kaitlin Olson', ' Diane Keaton', ' Eugene Levy', ' Hayden Rolence', ' Ty Burrell', ' Idris Elba', ' Dominic West', ' Andrew Stanton', ' Angus MacLane', ' Andrew Stanton', ' Victoria Strouse', ' John Lasseter', ' Jeremy Lasky', ' Thomas Newman']",English,American,red
76,Finding Nemo,2003,99,86.0,Animation,"kids and family, comedy, adventure, animation",G,English,,1h 40m,Andrew Stanton,['Graham Walters'],"['Andrew Stanton', ' Bob Peterson', ' David Reynolds']","['Albert Brooks', ' Ellen DeGeneres', ' Alexander Gould', ' Willem Dafoe', ' Brad Garrett', ' Allison Janney', ' Austin Pendleton', ' Stephen Root', ' Vicki Lewis', ' Joe Ranft', ' Andrew Stanton', ' Lee Unkrich', ' Graham Walters', ' John Lasseter', ' Jinko Gotoh', ' Andrew Stanton', ' Andrew Stanton', ' Bob Peterson', ' David Reynolds', ' Thomas Newman']",English,American,red
77,Toy Story,1995,100,92.0,Animation,"adventure, kids and family, comedy, animation, fantasy",G,English,$31.3M,1h 20m,John Lasseter,,"['John Lasseter', ' Pete Docter', ' Joe Ranft', ' Joss Whedon', ' Andrew Stanton', ' Joel Cohen', ' Alec Sokolow']","['Tom Hanks', ' Tim Allen', ' Don Rickles', ' Jim Varney', ' Wallace Shawn', ' John Ratzenberger', ' Annie Potts', ' Erik von Detten', ' Laurie Metcalf', ' John Lasseter', ' John Lasseter', ' Pete Docter', ' Joe Ranft', ' Joss Whedon', ' Andrew Stanton', ' Joel Cohen', ' Alec Sokolow', ' Ed Catmull', ' Steve Jobs']",English,American,red
78,How to Train Your Dragon,2010,99,91.0,Animation,"comedy, fantasy, animation, kids and family, adventure",PG (Sequences of Intense Action|Brief Mild Language|Some Scary Images),English,$217.4M,1h 38m,"Chris Sanders, Dean DeBlois",['Bonnie Arnold'],"['Chris Sanders', ' Dean DeBlois']","['Jay Baruchel', ' Gerard Butler', ' America Ferrera', ' Jonah Hill', ' Christopher Mintz-Plasse', ' Craig Ferguson', ' Kristen Wiig', ' T.J. Miller', ' Chris Sanders', ' Dean DeBlois', ' Chris Sanders', ' Dean DeBlois', ' Bonnie Arnold', ' Kristine Belson', ' Kathy Altieri', ' Darren Holmes']",English,American,red
79,Shaun the Sheep Movie,2015,99,81.0,Animation,"kids and family, comedy, adventure, animation",PG (Rude Humor),English,$19.4M,1h 25m,"Mark Burton, Richard Starzak","['Julie Lockhart', ' Paul Kewley']","['Mark Burton', ' Richard Starzak']","['Justin Fletcher', ' John Sparkes', ' Omid Djalili', ' Richard Webber', ' Kate Harbour', ' Tim Hands', ' Andy Nyman', ' Simon Greenall', ' Emma Tate', ' Jack Paulson', ' Mark Burton', ' Richard Starzak', ' Mark Burton', ' Richard Starzak', ' Julie Lockhart', ' Paul Kewley', ' Peter Lord', ' Nick Park', ' David Sproxton', ' Olivier Courson']",English,British,red
